sample,Gene,value,group,replicate
P_TP_60_REP_1,Eloc,9.803507015,Posterior,1
P_TP_60_REP_2,Eloc,9.726916292,Posterior,2
P_TP_60_REP_3,Eloc,9.769467619,Posterior,3
P_TP_90_REP_1,Eloc,9.861353834,Posterior,1
P_TP_90_REP_2,Eloc,9.711923415,Posterior,2
P_TP_90_REP_3,Eloc,9.581312643,Posterior,3
P_TP_120_REP_1,Eloc,9.745332338,Posterior,1
P_TP_120_REP_2,Eloc,9.719744229,Posterior,2
P_TP_120_REP_3,Eloc,9.693428267,Posterior,3
P_TP_30_REP_1,Tmem70,7.143868322,Posterior,1
P_TP_30_REP_2,Tmem70,7.15386622,Posterior,2
P_TP_30_REP_3,Tmem70,6.957498243,Posterior,3
P_TP_60_REP_1,Tmem70,7.184357785,Posterior,1
P_TP_60_REP_2,Tmem70,7.227216963,Posterior,2
P_TP_60_REP_3,Tmem70,7.124682411,Posterior,3
P_TP_90_REP_1,Tmem70,6.872170172,Posterior,1
P_TP_90_REP_2,Tmem70,7.351903352,Posterior,2
P_TP_90_REP_3,Tmem70,6.923260463,Posterior,3
