ID,Unnamed: 0,P_VALUE,Q_VALUE,PERIOD,LAG,AMPLITUDE,OFFSET,MEAN_PERIODICITY,SCATTER,TP_30_REP_1,TP_30_REP_2,TP_30_REP_3,TP_60_REP_1,TP_60_REP_2,TP_60_REP_3,TP_90_REP_1,TP_90_REP_2,TP_90_REP_3,TP_120_REP_1,TP_120_REP_2,TP_120_REP_3,Ensembl_ID
Parp11,5604,0.19483396,0.794975553,127.59936,2.03080685,0.323725904,5.313218428,0.60122985,1.290311892,5.714412899,5.14230342,5.427673321,4.910772808,4.922247691,5.092438058,5.458359558,4.71143319,5.491814789,5.689449795,5.80593203,4.979089564,ENSMUSG00000037997
Tspan11,5606,0.51308569,1.0,128.97343,127.2659096,0.365608871,4.615238043,0.35613352,1.878077645,4.183383064,4.861846034,5.34399413,2.986230487,4.549790982,4.745861914,3.864792923,5.623452878,4.568805308,4.81301305,4.75046483,4.562051827,ENSMUSG00000030351
Tspan9,5607,1.0,1.0,129.10403,94.51870816,0.030419917,8.987851485,0.15465938,3.289181867,8.705082523,9.106214361,9.309384945,9.119733579,8.597486183,9.03230314,8.696421965,9.367132242,9.180698876,8.745971612,9.123357926,8.932219163,ENSMUSG00000030352
Tead4,5610,0.116614059,0.694162016,126.49631,28.18551764,0.48522312,3.650821028,0.52192765,1.057689931,3.902031738,4.223315388,4.10181824,3.418677379,3.266612283,4.428465439,3.328513476,1.632224749,3.670502131,3.770971404,4.136446378,3.328944378,ENSMUSG00000030353
Tulp3,5611,0.11256025,0.687066425,126.418396,48.28827029,0.284018382,7.676213258,0.59404534,1.127872818,7.85614143,7.714407606,7.689012662,8.014428543,8.131406004,7.911514004,7.890691322,6.608745735,7.867033762,7.338538872,7.859117419,7.305806945,ENSMUSG00000001521
Gm44190,5612,0.810961865,1.0,127.68264,113.7994106,0.538886628,3.742518598,0.2888059,1.110057549,3.552184696,3.959664208,4.135391323,1.914412795,2.981682808,3.450912452,4.978626209,3.232603418,4.814170807,2.683023979,4.75046483,4.1672302,ENSMUSG00000108267
Gm26770,5613,0.525625,1.0,127.61715,16.24872011,0.567157287,2.068937918,0.72780204,1.905509062,2.894965454,3.636810459,0.854793648,2.365805982,,1.217043392,1.091340234,,1.975723236,3.040776928,1.619830158,,ENSMUSG00000097253
Rhno1,5614,0.09709456,0.662748674,132.37502,37.92264844,0.137779797,7.344715263,0.6977491,1.091433395,7.377199335,7.531892582,7.604633025,7.63681783,7.287519162,7.235448383,7.479964998,7.012281522,7.262369177,7.203535533,7.231547358,7.253295253,ENSMUSG00000048668
Foxm1,5615,0.338443538,0.943423951,127.064186,48.53494394,0.14155427,6.796714814,0.356012,0.94933672,6.801203776,6.850387171,6.767320546,7.311679311,6.754026772,6.933217105,6.683200908,6.669530216,6.643817403,6.888460689,6.845946232,6.460975695,ENSMUSG00000001517
Itfg2,5618,0.75082225,1.0,130.41911,66.42190891,0.099812333,7.08067721,0.6523766,2.6368184,7.145358599,7.067268199,6.985520465,7.299048621,7.171484098,6.986937886,7.346006544,7.249760805,6.850460575,6.84375932,6.73799515,7.395764649,ENSMUSG00000001518
